dish_id,ingredients,total_mass,total_calories
dish_1565981898,"cherry tomatoes, blueberries, chard, olive oil, parsley, walnuts, garlic, salt, shallots, pepper, fish, tofu, arugula, wheat berry, vinegar, mustard, lemon juice, chive, carrot",290.0,260.979767
dish_1559062082,"watermelon, eggs, turkey bacon, sweet potato",311.0,387.869995
dish_1566417475,"olive oil, mustard, roasted potatoes, salt, mixed greens, celery root, cherry tomatoes, vinegar, eggplant",198.0,150.23053
dish_1565119493,"mustard, olive oil, onions, vinegar, beef, caesar salad, bok choy, shallots, apple, millet, salt, cheese pizza, cranberries, spinach (raw), spinach (cooked)",280.0,529.144897
dish_1566402232,"watermelon, cantaloupe, salsa, egg whites, yam, berries, sweet potato, olive oil",841.0,511.396118
dish_1560887435,"pizza, parmesan cheese, croutons, kale, caesar dressing",171.0,364.529053
dish_1558641358,cauliflower,97.0,24.25
dish_1558724853,brussels sprouts,118.0,50.740002
dish_1562008476,"olive oil, brussels sprouts, lemon juice, parsley, cucumbers, garlic, salt, carrot, cabbage, pepper, pork, wheat berry, jalapenos, mayonnaise",120.0,120.505836
dish_1563207277,"yam, sweet potato, olive oil",106.0,153.089996
dish_1563812508,egg whites,217.0,112.839996
dish_1568055963,olives,32.0,36.799999
dish_1559244417,"pepper, chard, blueberries, vinegar, arugula, olive oil, mustard, walnuts, salt",59.0,72.832504
dish_1562615283,"pineapple, white rice, lemon juice, jalapenos, steak, vinegar, kale, onions, garlic, cilantro, salt",78.0,176.535965
dish_1560802149,"white rice, arugula, chicken breast, squash, caesar dressing, olive oil, thyme, rosemary, salt, garlic, cherry tomatoes, spinach (raw), parmesan cheese, pork, wheat berry, croutons, parsley, zucchini, kale, onions",249.0,365.517456
dish_1562180025,"bacon, garlic, chicken, flour, lemon juice, parsley, thyme, vegetable oil, buttermilk, salt",256.0,798.913696
dish_1562872432,"wheat berry, couscous, basil, lemon juice, zucchini, squash, olive oil, spinach (raw), pepper, chicken, bok choy, parsley, garlic, salt, rosemary, thyme",257.0,259.08316
dish_1562686548,"scrambled eggs, yam, chicken apple sausage",280.0,413.493988
dish_1562184705,"wheat berry, chard, steak, cherry tomatoes, bacon, shallots, salt, chive, lemon juice, olive oil, green beans, fish, garlic, broccoli, parsley, kale",376.0,635.19043
dish_1566934366,cheese pizza,33.0,87.746994
dish_1561134102,watermelon,81.0,24.300001
dish_1568318286,mixed greens,115.0,32.200001
dish_1565727921,"black beans, chicken, olives, olive oil, broccoli, parmesan cheese, mixed greens",397.0,768.554016
dish_1563568148,"garlic, shallots, chive, olive oil, parsley, kale, lemon juice, chard, wheat berry, bok choy, salt, fish, cherry tomatoes",225.0,170.995789
dish_1565119698,"zucchini, kale, onions, salt, shallots, spinach (cooked), bok choy, millet, beef, vinegar, chard, chayote squash, olive oil",308.0,222.235489
dish_1564428404,"olive oil, onions, mustard, pears, salt, mixed greens, garlic, cherry tomatoes, vinegar",104.0,113.751038
dish_1562958809,"mixed greens, garlic, mustard, green onions, rice noodles, cabbage, sugar, pork, chard, spinach (raw), vinegar, white rice, bok choy, soy sauce, figs, salt, cucumbers, olive oil, radishes, pepper, cherry tomatoes, carrot",389.0,511.673645
dish_1563996308,"pepper, carrot, shallots, olive oil, basil, cream, salt, garlic, butter, thyme, arugula, rosemary, mushroom, oregano, wheat berry, lemon juice, chicken, cauliflower, white wine",659.0,718.51178
dish_1561060642,"jalapenos, brown rice, salt, bok choy, lemon juice, shallots, garlic, chili, onions, thyme, olive oil, mushroom, pasta, beef, ginger, tofu, spinach (raw), cream, pineapple, cilantro, salmon, cheese pizza, lime, sour cream, brussels sprouts, wine",387.0,468.412384
dish_1560453150,"vinegar, spinach (raw), mustard, blueberries, parsley, green beans, salt, olive oil, carrot, almonds",141.0,152.320267
dish_1562946006,"sausage, scrambled eggs",224.0,535.984009
dish_1565725156,"carrot, bell peppers, chicken, onions, cherry tomatoes, olives",500.0,452.669983
dish_1562096907,"white beans, chive, snow peas, onions, salt, lime, artichokes, garlic, bell peppers, pepper, fish, arugula, olive oil, parsley",266.0,297.779602
dish_1561749778,"olive oil, thyme, salt, broccoli, salmon, cherry tomatoes, pepper, brown rice, arugula, radishes",340.0,334.527893
dish_1562775110,honeydew melons,282.0,101.520004
dish_1565641943,"thyme, salt, cheese pizza, olive oil, garlic, wheat berry, spinach (raw), quinoa, chicken breast, cherry tomatoes, asparagus, parmesan cheese",307.0,510.889587
dish_1562168427,"berries, egg whites, pineapple",368.0,193.709991
dish_1563567599,"salt, garlic, olive oil, mustard, pecans, vinegar, chard, arugula, blueberries",156.0,194.226822
dish_1561481634,"scrambled eggs, bacon, yam",228.0,462.057007
dish_1558632233,"garden salad, corn on the cob, cantaloupe",193.0,122.604004
dish_1562875320,"chicken, green beans, squash, spinach (raw), lemon juice, garlic, caesar salad, thyme, olive oil, country rice, salt, pepper, wheat berry, parsley, basil, pizza, zucchini, rosemary",377.0,603.858704
dish_1565383159,"parmesan cheese, cucumbers, vinaigrette, olives, chicken, olive oil, spinach (raw)",468.0,706.358948
dish_1560441247,bok choy,17.0,2.21
dish_1562775047,"berries, oatmeal",461.0,284.880005
dish_1568660810,pepperoni pizza,47.0,132.539993
dish_1563468240,"pineapple, watermelon",239.0,93.100006
dish_1567625434,"salt, shallots, thyme, parsley, arugula, avocado, wheat berry, apple, bulgur, spinach (raw), olive oil, mustard greens, lemon juice, kale, cranberries, chard, garlic, chicken",396.0,581.253052
dish_1561049320,bacon,19.0,102.789993
dish_1562691383,yam,70.0,86.870003
dish_1561575192,"walnuts, salt, mustard, olive oil, arugula, vinegar, chard, blueberries, pepper, cauliflower",236.0,122.989189
dish_1558115960,potatoes,51.0,39.27
dish_1561661449,"sugar, salt, soy sauce, garlic, white rice, pepper, bok choy, pork",115.0,237.075684
dish_1565207694,"pineapple, white rice, olive oil, green onions, onions, kale, country rice, garlic, cilantro, fish, vinegar, chicken thighs, lemon juice, broccoli, salt",178.0,173.791214
dish_1568318361,"steak, mixed greens, broccoli",341.0,540.820007
dish_1562788032,"caesar salad, vinegar, onions, shallots, pepper, broccoli, cherry tomatoes, cantaloupe, brown rice, pork, eggplant, basil, parsley, lemon juice, olive oil, garlic, salt",214.0,137.238892
dish_1567106620,"bell peppers, cherry tomatoes",146.0,39.040001
dish_1558723982,almonds,51.0,294.830994
dish_1561749908,"salt, cherry tomatoes, radishes, olive oil, thyme, cucumbers, arugula, brown rice, brussels sprouts, turnips, broccoli, salmon, pepper",472.0,377.262177
dish_1560444637,"bacon, yam, strawberries, scrambled eggs",285.0,509.321014
dish_1562789301,"caesar salad, pepper, corn on the cob, lemon juice, parsley, olive oil, salt, cherry tomatoes, cheese pizza, pork, brown rice, vinegar, basil, onions, garlic, broccoli, shallots",435.0,606.91156
dish_1559235771,"cream cheese, bagels",54.0,145.800003
dish_1561753203,"brown rice, arugula, pepper, salmon, salt, thyme, olive oil, squash",207.0,265.471954
dish_1558114441,sausage,75.0,258.450012
dish_1566851115,"sun dried tomatoes, salt, garlic, mustard, olive oil, cucumbers, onions, spinach (raw), vinegar",70.0,81.554428
dish_1559590005,"asparagus, salt, pizza, onions, cranberries, mustard, vinegar, mushroom, spinach (raw), olive oil, apple",241.0,360.832489
dish_1559668272,"scrambled eggs, hash browns",239.0,512.140015
dish_1566933498,"pepper, wine, eggplant, mushroom, squash, arugula, lemon juice, parsley, shallots, chickpeas, quinoa, bok choy, chicken thighs, olive oil, spinach (cooked), garlic, salt, pears",284.0,318.482666
dish_1565972628,"chicken apple sausage, scrambled eggs",359.0,545.960022
dish_1562096343,cucumbers,62.0,6.2
dish_1557861837,"eggplant, caesar salad, fish",123.0,61.883999
dish_1565382762,"pepperoni pizza, pepper, olive oil, carrot, salt",139.0,305.828583
dish_1565984299,"salt, pepper, carrot, olive oil, cauliflower",298.0,93.343513
dish_1565109659,"sweet potato, bacon, olive oil, egg whites",263.0,226.744873
dish_1558722636,carrot,75.0,30.75
dish_1565034281,"roasted potatoes, cauliflower",306.0,228.459991
dish_1561575977,"shallots, millet, spinach (cooked), parmesan cheese, onions, olive oil, vinegar, salt, beef, bok choy, cheese pizza",102.0,261.076172
dish_1563304369,"garlic, parsley, kale, lemon juice, eggplant, parmesan cheese, shallots, roasted potatoes, salt, thyme, caesar dressing, olive oil, wheat berry, croutons, spinach (raw), chicken",326.0,457.172119
dish_1562876709,"chicken, wheat berry, green beans, spinach (raw), zucchini, basil, parsley, cheese pizza, pepper, squash, country rice, lemon juice, rosemary, olive oil, thyme, garlic, salt",186.0,304.366852
dish_1558632921,apple,155.0,80.599998
dish_1563465847,"roasted potatoes, scrambled eggs",182.0,267.75
dish_1561148481,"lime, carrot, thyme, olive oil, cucumbers, lemon juice, onions, jalapenos, celery, cream, chive, white rice, garlic, tomatoes, cherry tomatoes, mangos, cheese pizza, salt, cilantro, mustard greens, mushroom, arugula, kale, ground turkey, eggs",140.0,281.281128
dish_1558109986,sausage,75.0,258.450012
dish_1558722665,cauliflower,60.0,15.0
dish_1558028606,deprecated,65.0,19.5
dish_1565208611,"pepper, olive oil, brussels sprouts, caesar salad, salt",157.0,73.669174
dish_1560367085,"honeydew melons, tofu, cherry tomatoes",183.0,77.559998
dish_1561753432,"garlic, salmon, pepper, brown rice, olive oil, tomatoes, turnips, cilantro, cheese, arugula, thyme, chicken thighs, tortilla, onions, salt, chili",238.0,380.321686
dish_1561492703,"caesar salad, green onions, fried rice, country rice, olive oil, onions, squash, fish, salt, garlic",134.0,113.130577
dish_1561663786,corn on the cob,44.0,46.683998
dish_1558629488,cauliflower,64.0,16.0
dish_1565808943,cherry tomatoes,74.0,13.320001
dish_1562790259,"walnuts, salt, olive oil, mustard, grilled chicken, arugula, vinegar, blueberries, chard, pepper",207.0,518.591736
dish_1558380058,almonds,36.0,208.115997
dish_1559844030,strawberries,77.0,25.410002
dish_1559845745,"pears, potatoes",322.0,208.141998
dish_1565024741,"turkey bacon, scrambled eggs, roasted potatoes",192.0,359.927979
dish_1560456814,"olive oil, chive, lime, fish, corn, jicama, sour cream, parsley, nopales, carrot, garlic, salt, pepper, wild rice, arugula",283.0,318.333374
dish_1567020340,"broccoli, olive oil",168.0,93.588287
dish_1561579867,"lemon juice, basil, mushroom, vinegar, beef, chicken, millet, spinach (cooked), olives, rosemary, onions, olive oil, oregano, cream, arugula, wheat berry, pepper, bok choy, garlic, shallots, salt, butter, white wine, thyme",217.0,369.364288
dish_1562173200,"pineapple, milk, chia seeds, greek yogurt",259.0,213.366608
dish_1560798854,"olive oil, spinach (raw), tofu, broccoli, lemon juice, cranberries, croutons, parmesan cheese, raisins, cauliflower, sunflower seeds, carrot, cheese pizza, salt, kale, caesar dressing",372.0,455.506744
dish_1562777068,"olive oil, brussels sprouts, salt, strawberries, pepper, scrambled eggs",236.0,236.723511
dish_1564690038,lentils,81.0,92.339996
dish_1563822546,caesar salad,88.0,38.720001
dish_1558640808,carrot,26.0,10.66
dish_1566923030,"hash browns, scrambled eggs, pineapple",226.0,396.799988
dish_1565640227,"bell peppers, pepperoni pizza",165.0,334.619995
dish_1558122740,"grapes, mixed greens, deprecated, potatoes, bacon",304.0,260.149994
dish_1561746912,"salt, thyme, olive oil, arugula, brown rice, wheat berry, pepper, salmon",210.0,264.095947
dish_1563217895,"mangos, salt, arugula, cherry tomatoes, jalapenos, lemon juice, lime, mustard greens, cucumbers, olive oil, onions, tomatoes, cilantro",73.0,26.799278
dish_1562950934,"sweet potato, olive oil, egg whites",464.0,304.218536
dish_1561662562,"lime, pork, olive oil, tofu, green beans, onions, corn on the cob, vinegar, bok choy, salt, lettuce, garlic, pepper, cherry tomatoes, white rice, cucumbers, soy sauce, mixed greens, sugar",289.0,368.485199
dish_1567108037,"pepper, millet, onions, arugula, shallots, lemon juice, parsley, garlic, chickpeas, olive oil, salt, beef, bok choy, vinegar, spinach (cooked), pears",365.0,674.73053
dish_1561575951,"salt, onions, cheese pizza, spinach (cooked), beef, millet, bok choy, shallots, vinegar, olive oil",91.0,213.699173
dish_1565031376,"vinegar, olive oil, orange juice, broccoli, garlic, white rice, beef, cauliflower, caesar salad, onions, chili, kale, green onions, salt, soy sauce",308.0,319.490448
dish_1564515049,"snow peas, olive oil, garlic, chive, artichokes, lime, carrot, zucchini, white beans, arugula, wheat berry, parsley, onions, squash, broccoli, bell peppers, salt, pepper, fish",611.0,431.635803
dish_1565972674,"salt, scrambled eggs, chicken apple sausage, cherry tomatoes, pepper, lettuce, mixed greens, lime, olive oil, vinegar, onions, cucumbers",426.0,613.592834
dish_1566413356,"spinach (raw), chicken",164.0,183.979996
dish_1568047932,"broccoli, olive oil",55.0,30.639025
dish_1564429270,"salt, mustard, garlic, chickpeas, olive oil, mustard greens, parsley, vinegar, arugula, tempeh, chard, pecans, pepper, blueberries",354.0,605.507202
dish_1562173267,"chilaquiles, bacon",171.0,409.570007
dish_1562700760,"beef, cauliflower, shallots, spinach (cooked), olive oil, onions, vinegar, mushroom, millet, bok choy, salt",418.0,370.130035
dish_1564432128,"salt, lime, lettuce, mixed greens, olive oil, cucumbers, pepperoni pizza, onions, vinegar, pepper, cherry tomatoes",102.0,217.028381
dish_1561392543,"vinegar, radishes, garlic, bell peppers, salt, berries, mustard, cucumbers, olive oil",119.0,126.004929
dish_1565021714,"olive oil, egg whites, honeydew melons, berries, sweet potato",662.0,381.171448
dish_1562096933,"garlic, bell peppers, snow peas, onions, white beans, fish, pepper, chive, lime, salt, artichokes, olive oil, green beans, parsley, arugula",314.0,312.659607
dish_1559590157,"chicken, asparagus, caesar salad",234.0,230.485992
dish_1558630450,grapes,125.0,86.25
dish_1560367258,"tofu, fish, asparagus, garlic, cucumbers, green onions, country rice, olive oil, onions, beets, vinegar, mushroom, cherry tomatoes, honeydew melons, mixed greens, salt",341.0,157.99173
dish_1563827188,"white rice, soy sauce, steak, green beans, ginger, spinach (raw), squash, wheat berry, cauliflower, garlic, zucchini, green onions, cheese pizza, caesar salad, pineapple, chicken, salt, lime, vinegar, olive oil, broccoli",377.0,369.359955
dish_1562613376,"salt, garlic, mustard greens, kale, jalapenos, arugula, figs, goat cheese, cilantro, vinegar, onions, olive oil, lemon juice, steak, squash, apple, white rice, pineapple",267.0,371.963898
dish_1558722871,cauliflower,60.0,15.0
dish_1560527168,"tomatoes, garlic, potatoes, olive oil, cucumbers, mustard greens, salt, mustard, spinach (raw), vinegar, berries, bacon",219.0,322.835297
dish_1562875159,pizza,98.0,260.680023
dish_1556575014,olives,62.0,71.299995
dish_1563820775,"zucchini, broccoli, squash",162.0,38.07
dish_1560798656,cheese pizza,108.0,287.171997
dish_1558116547,deprecated,144.0,74.879997
dish_1558721345,cauliflower,78.0,19.5
dish_1566937992,cheese pizza,104.0,276.53598
dish_1558725286,"broccoli, almonds, cauliflower",308.0,816.792053
dish_1559240510,"salt, pepper, olive oil, cauliflower, strawberries, carrot, broccoli",213.0,73.51651
dish_1565382995,"spinach (raw), cucumbers",158.0,23.210001
dish_1566501067,"spinach (raw), carrot, parmesan cheese, olives, chicken",306.0,464.117981
dish_1558639979,almonds,90.0,520.290039
dish_1560529804,watermelon,51.0,15.3
dish_1557863056,avocado,47.0,75.200005
dish_1565210037,"green beans, vinegar, pepper, brussels sprouts, white rice, pineapple, kale, garlic, cilantro, salt, lemon juice, olive oil, onions, chicken thighs",346.0,291.816223
dish_1559240382,"salt, pepper, carrot, olive oil",42.0,20.646505
dish_1568060722,"avocado, mixed greens, onions, chicken",359.0,460.579987
dish_1562603569,"bacon, olive oil, sweet potato",62.0,121.679504
dish_1565726949,"roasted potatoes, mustard, onions, shallots, vinegar, arugula, beef, celery root, bok choy, millet, spinach (cooked), salt, broccoli, cranberries, olive oil, squash",372.0,451.546997
dish_1561741139,bacon,20.0,108.199997
dish_1563218987,"pepperoni pizza, pork, arugula, white rice, salt, garlic, olive oil, parsley, zucchini, onions, rosemary",172.0,383.559662
dish_1563824130,"couscous, pepper, squash, olive oil, zucchini, salt, broccoli, turnips",202.0,111.319603
dish_1558640145,"carrot, apple, corn on the cob",287.0,177.953003
dish_1558115047,"mixed greens, almonds, deprecated",212.0,203.699997
dish_1566402123,"egg whites, watermelon, yam, sweet potato, olive oil",657.0,445.116119
dish_1558630488,cantaloupe,88.0,29.92
dish_1559678367,"salt, garlic, tomatoes, mustard, cucumbers, olive oil, mustard greens, broccoli, spinach (raw), vinegar",215.0,192.444122
dish_1560453328,"kimchi, brown rice, squash, wheat berry, rosemary, parsley, chicken, garlic, salmon, pepper, arugula, spinach (raw), thyme, olive oil, basil, lemon juice, zucchini, salt",264.0,340.108368
dish_1566329049,"bell peppers, cauliflower, beef, jalapenos, spinach (raw), brussels sprouts, onions, olive oil, pepper, garlic, salt, shallots, spinach (cooked), chicken, bok choy, millet, vinegar, cheese pizza, tomatoes, fried rice",575.0,814.930786
dish_1562945186,"broccoli, greek yogurt, chia seeds, milk, olive oil",219.0,191.530792
dish_1564170283,"onions, cheese, chicken thighs, olive oil, cilantro, tomatoes, tortilla, chili, salt, garlic",301.0,646.588135
dish_1563217774,"cilantro, cherry tomatoes, mangos, arugula, jalapenos, salt, onions, olive oil, mustard greens, cucumbers, lime, broccoli, tomatoes, lemon juice",265.0,96.138458
dish_1565728494,"bok choy, salt, parsley, spinach (raw), vinegar, olive oil, onions, roasted potatoes, millet, chicken, beef, wheat berry, thyme, lemon juice, garlic, shallots, cheese pizza, spinach (cooked)",163.0,326.32962
dish_1558380152,deprecated,143.0,74.360001
dish_1560799277,"pizza, broccoli",73.0,111.020004
dish_1564082212,"sugar, pepper, garlic, soy sauce, lemon juice, chard, brown rice, pork, white rice, chicken, bok choy, chive, carrot, olive oil, basil, rosemary, parsley, salt",425.0,707.941284
dish_1563206601,"sweet potato, olive oil, turkey bacon, egg whites, yam",337.0,293.797668
dish_1562614088,broccoli,67.0,23.449999
dish_1563222850,"parsley, thyme, pork, parmesan cheese, spinach (raw), cherry tomatoes, garlic, onions, salt, rosemary, zucchini, broccoli, olive oil, arugula, pepperoni pizza, wheat berry, brown rice, chicken breast, white rice",232.0,348.378113
dish_1565711115,"bacon, egg whites",308.0,321.529999
dish_1563304925,"chili, white rice, soy sauce, orange juice, onions, parsley, olive oil, thyme, green onions, beef, wheat berry, chicken, spinach (raw), lemon juice, kale, vinegar, broccoli, garlic, salt, shallots",508.0,874.46106
dish_1564775216,"garlic, salmon, pickles, pepper, arugula, mayonnaise, lentils, olive oil, onions, lemon juice, chive, salt, broccoli, spinach (cooked), bok choy, cherry tomatoes, beef, kale, parsley, vinegar, millet, shallots",340.0,530.596924
dish_1559238608,"berries, orange, pears",438.0,237.364014
dish_1568319838,"onions, pizza, mustard, bell peppers, lemon juice, cilantro, salt, salmon, vinegar, spinach (raw), jalapenos, cucumbers, olive oil, ginger, lime, garlic, shallots, chili, radishes, brown rice",312.0,607.506165
dish_1563220087,"broccoli, pepperoni pizza",98.0,162.740005
dish_1565209963,"vinegar, lemon juice, chicken thighs, white rice, pineapple, kale, pepper, salt, cilantro, garlic, olive oil, onions, brussels sprouts",253.0,244.455963
dish_1565194781,"sweet potato, salt, pepper, olive oil, carrot, egg whites",568.0,351.405518
dish_1568404850,fried rice,100.0,157.699997
dish_1565024675,turkey bacon,34.0,129.097992
dish_1564686791,"lettuce, lime, pepper, mixed greens, onions, cucumbers, olive oil, chicken breast, vinegar, salt, olives, cherry tomatoes, cheese pizza",343.0,601.348572
dish_1559593746,"kale, blueberries, vinegar, chard, walnuts, pepper, quinoa, pumpkin seeds, salt, squash, olive oil, arugula, mustard",186.0,156.962936
dish_1565382886,"tofu, pepper, carrot, roasted potatoes, soy sauce, salt, caesar salad, rice noodles, cabbage, olive oil, vinegar, radishes, pepperoni pizza, garlic, mixed greens, green onions",348.0,470.086212
dish_1563391333,"squash, olive oil, salt",81.0,23.443058
dish_1562775241,"oatmeal, berries",220.0,140.360001
dish_1558459664,"white rice, almonds, spinach (raw), cherry tomatoes, grapes",273.0,383.055969
dish_1568666263,"lettuce, broccoli, artichokes",348.0,93.400002
dish_1562691466,"olive oil, broccoli, yam, chicken apple sausage, scrambled eggs",267.0,319.870972
dish_1566333228,"jalapenos, vinegar, beef, bok choy, millet, bell peppers, shallots, caesar salad, spinach (raw), pepper, chicken, garlic, spinach (cooked), tomatoes, salt, cheese pizza, onions, olive oil",304.0,498.545258
dish_1567107989,"chickpeas, garlic, salt, lemon juice, parsley, pears, olive oil, arugula, pepper",111.0,140.139297
dish_1559590202,"couscous, caesar salad, chicken, asparagus",311.0,316.725983
dish_1566332085,"spinach (raw), cucumbers",163.0,24.75
dish_1562774980,oatmeal,201.0,136.680008
dish_1565638365,"white rice, vinegar, pork, olive oil, mustard, zucchini, parsley, lettuce, carrot, pumpkin seeds, garlic, arugula, brown rice, onions, rosemary, salt, mixed greens",389.0,612.350098
dish_1563823359,"white rice, vinegar, green beans, spinach (raw), ginger, soy sauce, green onions, salt, garlic, cauliflower, chicken, steak, wheat berry, olive oil, lime, broccoli",333.0,641.700317
dish_1558638896,cherry tomatoes,126.0,22.68
dish_1562617370,pepperoni pizza,55.0,155.099991
dish_1560541793,"carrot, chicken, chard, vinegar, blueberries, mustard, olive oil, broccoli, pepper, white rice, cauliflower, green beans, arugula, spinach (raw), ginger, soy sauce, garlic, walnuts, green onions, salt",462.0,509.826233
dish_1565724509,"chayote squash, zucchini",158.0,30.809999
dish_1562788760,"green onions, vinegar, pork, brown rice, lemon juice, olive oil, garlic, fish, pepper, cherry tomatoes, basil, country rice, parsley, onions, broccoli, shallots, salt",178.0,331.324493
dish_1566501447,"onions, cherry tomatoes, olives, tuna, carrot, lemon juice",349.0,286.76001
dish_1558637214,grapes,16.0,11.04
dish_1561494032,"salt, walnuts, mustard, olive oil, arugula, chard, blueberries, vinegar, squash, cauliflower, pepper",307.0,185.437851
dish_1558724607,honeydew melons,152.0,54.720001
dish_1561492628,caesar salad,31.0,13.64
dish_1558719066,apple,142.0,73.839996
dish_1565727875,"olives, mixed greens, broccoli, parmesan cheese, black beans, chicken",365.0,485.674011
dish_1561662532,"tofu, onions, cucumbers, salt, lettuce, lime, mixed greens, cherry tomatoes, pepper, green beans, corn on the cob, vinegar, olive oil",191.0,166.455505
dish_1562945393,"chia seeds, broccoli, greek yogurt, egg whites, sweet potato, olive oil, milk",401.0,319.388367
dish_1560443474,"pineapple, berries",317.0,172.779999
dish_1562873838,"pepper, spinach (raw), lemon juice, cucumbers, olive oil, rosemary, lime, cherry tomatoes, salt, parsley, squash, wheat berry, chicken, zucchini, green beans, vinegar, basil, onions, thyme, mixed greens, garlic, lettuce",342.0,427.435638
dish_1562700957,"fish, chive, corn, squash, arugula, garlic, onions, parsley, olive oil, snow peas, mixed greens, artichokes, pepper, cauliflower, apple, millet, lentils, vinegar, lemon juice, salt",424.0,286.933777
dish_1562959799,"green onions, white rice, pork, vinegar, spinach (raw), cabbage, chard, mixed greens, parsnips, salt, cherry tomatoes, pepper, radishes, bok choy, mustard, cucumbers, olive oil, rice noodles, figs, carrot, soy sauce, garlic, sugar",363.0,498.765594
dish_1562699652,"garlic, salt, cucumbers, olive oil, onions, mustard, spinach (raw), brown rice, sun dried tomatoes, quinoa, vinegar",103.0,132.178085
dish_1558723960,cauliflower,52.0,13.0
dish_1562959024,"tomatillo, pepper, quinoa, arugula, garlic, cilantro, jalapenos, onions, olive oil, lemon juice, salt, pizza, fish",183.0,319.233582
dish_1563897492,"cantaloupe, broccoli, salsa, egg whites, olive oil, sweet potato",662.0,339.673645
dish_1562096973,"olive oil, lettuce, arugula, green beans, cucumbers, artichokes, mixed greens, garlic, chive, onions, white beans, vinegar, pepper, fish, cherry tomatoes, bell peppers, lime, snow peas, parsley, salt",350.0,348.999664
dish_1563476577,"beef, broccoli, shallots, thyme, onions, ginger, spinach (raw), brown rice, lime, salt, cilantro, olive oil, cranberries, sour cream, zucchini, jalapenos, mushroom, wine, apple, pasta, cheese pizza, garlic, cream, salmon, mustard, lemon juice, brownies, squash, vinegar, chili",857.0,1238.033691
dish_1565021141,"waffles, egg whites, sausage, tofu",248.0,467.054993
dish_1565382856,"salt, radishes, pepperoni pizza, tofu, rice noodles, cabbage, olive oil, carrot, green onions, vinegar, soy sauce, garlic, roasted potatoes, mixed greens, pepper",294.0,446.326233
dish_1558636483,apple,154.0,80.079994
dish_1559841127,"scrambled eggs, yam, chicken apple sausage, sweet potato, blackberries",285.0,339.543488
dish_1565369938,bacon,31.0,167.709991
dish_1562775549,"egg whites, brussels sprouts, sweet potato, olive oil, pepper, salt, cottage cheese",252.0,174.977127
dish_1559149719,"bacon, carrot, eggs",268.0,432.125
dish_1561062237,"beef, wine, mushroom, onions, spinach (raw), jalapenos, ginger, thyme, shallots, cilantro, chili, pasta, salmon, cream, brown rice, sour cream, lemon juice, olive oil, lime, garlic, salt",110.0,182.259399
dish_1561665065,"millet, green beans, vinegar, brown rice, rosemary, salt, basil, mixed greens, carrot, apple, chicken, chard, olive oil, lemon juice, parsley, onions, chive, garlic",303.0,387.798126
dish_1562183201,"green beans, pepper, arugula, vinegar, almonds, mustard, pizza, walnuts, salt, carrot, roasted potatoes, spinach (raw), chard, mushroom, blueberries, olive oil, parsley",425.0,558.942383
dish_1561576652,"salt, cauliflower, olive oil, squash, eggplant",322.0,91.424408
dish_1566414642,"roasted potatoes, chicken",145.0,219.809998
dish_1562788845,"green onions, cherry tomatoes, white rice, corn on the cob, onions, parsley, basil, lemon juice, shallots, pepper, fish, salt, broccoli, pork, brown rice, country rice, vinegar, olive oil, garlic, caesar salad",372.0,529.483459
dish_1559667948,"cream cheese, bagels",57.0,153.900009
dish_1558547124,almonds,25.0,144.525009
dish_1562602888,"strawberries, watermelon, egg whites, greek yogurt, chia seeds, milk",343.0,209.382294
dish_1561567086,"watermelon, yam",181.0,142.754013
dish_1560874667,"berries, bacon",83.0,100.550003
dish_1567110783,"shallots, spinach (cooked), bok choy, onions, pizza, olive oil, vinegar, salt, millet, beef",210.0,465.307892
dish_1561576767,"pepper, olive oil, shallots, garlic, thyme, basil, rosemary, caesar salad, squash, wheat berry, arugula, eggplant, cauliflower, chicken, walnuts, blueberries, salt, white wine, butter, lemon juice, vinegar, mushroom, oregano, cream, pineapple, mustard, chard",621.0,408.472565
dish_1564601528,"turnips, roasted potatoes",163.0,142.740997
dish_1563304958,"garlic, shallots, beef, white rice, orange juice, spinach (raw), chili, wheat berry, thyme, olive oil, green onions, kale, lemon juice, broccoli, soy sauce, tofu, chicken, vinegar, parsley, onions, salt",614.0,951.840942
dish_1561577119,"tofu, cheese pizza",78.0,128.312988
dish_1565896039,"bok choy, vinegar, salt, onions, kale, olive oil, quinoa, shallots, spinach (cooked), chard, green beans, beef, millet",384.0,352.529205
dish_1558725760,apple,161.0,83.719994
dish_1567526785,"egg whites, olive oil, sweet potato, yam",539.0,378.25
dish_1561407249,"mustard, olive oil, soy sauce, green onions, broccoli, salt, pears, white rice, vinegar, green beans, spinach (raw), onions, mixed greens, garlic, cherry tomatoes, chicken, ginger",56.0,73.879166
dish_1563221562,"thyme, salt, garlic, broccoli, squash, olive oil, chicken breast, cherry tomatoes, spinach (raw), pepperoni pizza, parmesan cheese, wheat berry",260.0,395.598572
dish_1563305401,"white rice, garlic, soy sauce, kale, broccoli, carrot, pepper, quinoa, beef, spinach (raw), vinegar, rosemary, lemon juice, olive oil, orange juice, onions, salt, chili, green onions",332.0,483.215302
dish_1563911215,"salt, millet, chicken, pepper, green beans, jalapenos, spinach (raw), onions, olive oil, fried rice, bell peppers, tomatoes, garlic",170.0,218.158203
dish_1563481030,"mustard, cucumbers, salt, figs, cherry tomatoes, chard, spinach (raw), vinegar, olive oil",129.0,155.81044
